,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,total_spent,parent,total_accepted_coupons,number_of_total_purchases
193,Graduate,In Relationship,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,35,91,1,0,8
194,Graduate,In Relationship,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,50,315,2,0,16
195,Graduate,In Relationship,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,46,31,2,0,6
196,Post Graduate,In Relationship,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,43,834,0,0,23
197,Graduate,In Relationship,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,69,1600,0,1,17
198,Graduate,In Relationship,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,69,1270,0,0,17
199,Post Graduate,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,50,263,2,1,15
200,Graduate,Single,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,71,535,1,1,19
201,Graduate,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,55,1295,0,0,18
202,Graduate,Single,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,45,1150,1,0,29
203,Post Graduate,In Relationship,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,46,1240,0,3,26
204,Post Graduate,Single,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,58,38,2,0,6
205,Post Graduate,Single,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,39,35,0,1,4
206,Graduate,In Relationship,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,35,53,1,1,5
207,Post Graduate,Single,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,60,293,2,0,17
208,Graduate,In Relationship,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,57,65,1,0,6
209,Graduate,Single,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,69,1804,1,1,29
210,Graduate,In Relationship,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,67,241,1,0,15
211,Graduate,In Relationship,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,69,1101,0,0,20
212,Post Graduate,In Relationship,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,55,264,2,0,19
213,Post Graduate,In Relationship,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,49,541,2,0,26
214,Graduate,In Relationship,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,38,1198,0,0,17
215,Graduate,In Relationship,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,46,482,1,0,20
216,Under Graduate,Single,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,17,3,0,4
217,Post Graduate,In Relationship,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,75,1615,0,2,25
218,Post Graduate,Single,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,69,285,1,0,12
219,Graduate,In Relationship,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,43,1135,1,0,28
220,Under Graduate,In Relationship,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,35,114,1,0,7
221,Graduate,In Relationship,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,54,1047,0,0,16
222,Post Graduate,In Relationship,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,53,714,2,0,22
223,Post Graduate,In Relationship,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,43,185,1,0,13
224,Graduate,Single,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,61,1245,1,0,32
225,Graduate,In Relationship,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,45,189,1,0,12
226,Graduate,In Relationship,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,47,576,1,0,16
227,Graduate,Single,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,71,1103,1,0,18
228,Post Graduate,In Relationship,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,51,1753,0,0,17
229,Post Graduate,In Relationship,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,37,17,1,0,4
230,Graduate,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,57,433,2,0,23
231,Under Graduate,Single,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,61,1588,1,1,14
232,Graduate,In Relationship,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,52,22,1,0,4
233,Graduate,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,72,19,0,0,5
234,Post Graduate,In Relationship,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,58,1117,1,0,29
235,Under Graduate,In Relationship,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,48,69,1,0,8
236,Post Graduate,In Relationship,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,41,23,1,0,5
237,Post Graduate,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,65,605,1,0,19
238,Graduate,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,50,57,1,0,11
240,Graduate,Single,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,55,2088,0,1,22
241,Graduate,In Relationship,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,65,1009,1,0,16
242,Graduate,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,52,26,1,0,5
243,Graduate,In Relationship,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,33,1627,0,1,22
244,Graduate,In Relationship,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,65,1102,1,0,31
245,Post Graduate,In Relationship,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,59,17,2,0,6
246,Graduate,In Relationship,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,51,1690,1,3,16
247,Graduate,In Relationship,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,70,1390,1,0,21
248,Post Graduate,In Relationship,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,35,2126,0,0,20
249,Post Graduate,In Relationship,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,54,1531,1,0,25
250,Post Graduate,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,48,64,1,0,7
251,Graduate,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,38,26,1,0,6
252,Graduate,Single,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,49,1112,0,4,29
253,Under Graduate,In Relationship,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,65,210,0,0,11
254,Graduate,In Relationship,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,56,1148,2,0,26
255,Post Graduate,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,49,33,1,0,6
256,Post Graduate,In Relationship,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,62,1101,1,1,19
257,Graduate,Single,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,59,322,1,0,16
258,Graduate,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,59,44,2,0,10
259,Post Graduate,Single,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,66,17,3,0,4
260,Graduate,Single,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,44,31,1,1,6
261,Post Graduate,Single,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,55,845,2,0,25
262,Post Graduate,In Relationship,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,53,275,1,0,15
263,Post Graduate,In Relationship,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,45,25,1,0,4
264,Post Graduate,In Relationship,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,71,275,2,0,17
265,Post Graduate,In Relationship,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,57,90,2,0,11
266,Graduate,In Relationship,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,60,1495,0,1,19
267,Post Graduate,In Relationship,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,53,184,2,1,11
268,Graduate,In Relationship,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,53,981,0,0,13
269,Graduate,In Relationship,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,53,67,1,0,8
270,Graduate,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,70,1635,0,0,14
271,Post Graduate,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,40,60,1,0,10
272,Post Graduate,In Relationship,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,48,231,1,0,12
273,Graduate,In Relationship,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,63,48,2,0,10
274,Graduate,Single,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,60,99,2,0,9
275,Post Graduate,In Relationship,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,60,770,1,0,23
276,Graduate,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,67,957,0,0,23
277,Post Graduate,In Relationship,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,42,818,0,0,12
278,Post Graduate,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,37,925,0,1,17
279,Post Graduate,Single,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,55,908,1,0,22
280,Under Graduate,In Relationship,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,42,102,1,0,10
281,Graduate,In Relationship,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,47,576,1,0,16
282,Graduate,In Relationship,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,77,317,0,0,13
283,Post Graduate,In Relationship,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,49,461,1,0,15
284,Post Graduate,In Relationship,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,48,37,2,0,7
285,Graduate,In Relationship,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,49,70,1,0,7
286,Graduate,In Relationship,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,71,930,0,0,23
287,Post Graduate,In Relationship,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,67,859,2,0,33
288,Graduate,Single,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,57,1478,0,0,22
289,Post Graduate,Single,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,74,390,0,0,16
290,Under Graduate,In Relationship,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,39,52,0,1,5
291,Graduate,In Relationship,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,54,137,1,0,10
292,Graduate,In Relationship,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,43,1919,0,1,19
293,Graduate,In Relationship,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,52,68,2,0,9
294,Graduate,In Relationship,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,58,25,2,0,4
295,Post Graduate,In Relationship,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,71,1374,1,2,23
296,Under Graduate,Single,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,35,32,1,0,5
297,Post Graduate,In Relationship,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,37,100,1,0,7
298,Graduate,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,41,825,0,0,12
299,Post Graduate,Single,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,58,916,1,1,28
300,Graduate,Single,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,65,62,2,0,11
301,Under Graduate,In Relationship,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,67,728,1,0,21
302,Post Graduate,In Relationship,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,45,90,1,0,7
303,Graduate,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,35,273,1,0,13
304,Graduate,In Relationship,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,39,66,1,0,10
305,Post Graduate,In Relationship,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,62,1213,0,1,23
306,Graduate,Single,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,57,107,0,0,7
307,Graduate,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,76,1157,0,1,18
308,Post Graduate,In Relationship,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,59,546,1,1,18
309,Post Graduate,In Relationship,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,31,241,0,0,11
310,Graduate,Single,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,47,53,1,0,11
311,Graduate,In Relationship,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,56,37,3,0,7
312,Graduate,In Relationship,52247.25135379061,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,34,1611,0,2,24
313,Post Graduate,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,47,1508,0,0,23
314,Graduate,In Relationship,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,57,235,2,0,16
315,Post Graduate,In Relationship,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,67,32,2,0,7
316,Graduate,In Relationship,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,51,102,2,0,8
317,Graduate,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,38,401,1,0,15
318,Graduate,In Relationship,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,72,28,2,0,6
319,Graduate,Single,52247.25135379061,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,53,1052,3,2,21
320,Graduate,In Relationship,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,52,680,1,0,21
321,Graduate,In Relationship,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,49,30,1,0,4
322,Post Graduate,Single,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,58,20,2,0,4
323,Post Graduate,Single,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,62,1307,1,0,23
324,Graduate,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,70,630,1,0,24
325,Graduate,In Relationship,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,66,1283,0,0,18
326,Post Graduate,Single,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,47,65,1,0,9
327,Graduate,In Relationship,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,39,37,1,0,5
328,Post Graduate,In Relationship,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,73,38,3,0,5
329,Post Graduate,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,37,160,1,0,12
330,Graduate,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,40,23,1,0,4
331,Post Graduate,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,34,71,0,0,6
332,Post Graduate,In Relationship,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,67,1161,1,0,19
333,Post Graduate,In Relationship,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,52,59,1,1,5
334,Graduate,In Relationship,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,40,33,1,0,7
335,Graduate,Single,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,63,946,2,0,22
336,Graduate,Single,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,55,1442,0,3,22
337,Graduate,In Relationship,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,51,62,1,0,5
338,Graduate,In Relationship,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,58,1674,0,1,22
340,Graduate,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,35,1538,0,0,21
341,Graduate,Single,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,37,139,0,0,8
342,Post Graduate,In Relationship,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,54,1182,1,2,20
343,Post Graduate,In Relationship,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,73,507,1,0,18
344,Under Graduate,In Relationship,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,50,18,1,1,4
345,Graduate,Single,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,71,940,0,0,16
346,Graduate,In Relationship,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,58,42,2,0,6
347,Graduate,Single,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,53,1190,0,0,15
348,Graduate,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,52,44,2,0,8
349,Post Graduate,In Relationship,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,47,16,1,1,4
350,Graduate,In Relationship,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,66,835,1,0,26
351,Graduate,In Relationship,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,37,1443,1,2,22
352,Post Graduate,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,57,1029,0,0,18
353,Graduate,In Relationship,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,49,1188,0,0,18
354,Post Graduate,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,47,1277,1,0,24
355,Graduate,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,45,49,2,0,7
356,Graduate,In Relationship,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,68,99,1,1,7
357,Post Graduate,In Relationship,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,54,1670,0,0,15
358,Post Graduate,In Relationship,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,80,900,0,0,14
359,Post Graduate,In Relationship,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,75,425,2,0,16
360,Graduate,In Relationship,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,66,2153,0,1,22
361,Post Graduate,Single,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,54,636,1,0,21
362,Graduate,In Relationship,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,45,57,2,0,10
363,Post Graduate,In Relationship,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,45,25,1,0,4
364,Graduate,In Relationship,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,56,494,2,0,22
365,Graduate,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,54,693,1,0,19
366,Graduate,In Relationship,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,63,1348,0,0,26
367,Graduate,Single,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,47,51,1,0,7
368,Graduate,In Relationship,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,61,1932,0,0,16
369,Post Graduate,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,48,990,1,0,16
370,Under Graduate,In Relationship,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,39,30,1,0,5
371,Graduate,In Relationship,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,48,254,2,0,16
372,Post Graduate,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,53,29,1,1,5
373,Graduate,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,57,1371,1,1,23
374,Post Graduate,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,51,73,2,0,9
375,Post Graduate,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,48,120,2,0,11
376,Graduate,Single,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,53,81,0,1,5
377,Graduate,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,34,37,1,0,5
378,Post Graduate,In Relationship,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,62,1377,1,0,20
379,Graduate,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,54,51,1,0,5
380,Post Graduate,In Relationship,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,54,17,2,0,4
381,Graduate,In Relationship,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,38,22,1,0,4
382,Graduate,Single,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,69,324,0,0,14
383,Under Graduate,In Relationship,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,50,211,3,0,16
384,Post Graduate,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,42,19,1,0,4
385,Graduate,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,52,41,1,0,8
386,Post Graduate,In Relationship,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,55,492,1,1,17
387,Graduate,In Relationship,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,63,1005,1,0,26
388,Graduate,In Relationship,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,74,114,1,0,7
389,Post Graduate,Single,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,55,1173,2,0,19
390,Graduate,In Relationship,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,44,1738,0,1,19
